"region","assessid","stockid","mgmt","assessor","years","start_year","report_year","assesssource","method","methodshort","methodlong","country","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1","F_type","F_unit","ERbest_ty","ERbest_ty_minus1","ER_ty","ER_ty_minus1","instF_ty","instF_ty_minus1","ERmsybest","ERmsybest_notes","ERmgt","ERmgt_notes","Fmsy","Fmsy_notes","Fmgt","Fmgt_notes","Flim","Flim_notes","TBmsybest","TBmsybest_notes","SSBmsy","SSBmsy_notes","SSBmgt","SSBmgt_notes","OFL_pdf","if_diff_5yrs","interval","check_ty_correct"
"Pacific Ocean","ISC-PACBTUNA-1952-2014-PONS","PACBTUNA","ISC","ISC","1952-2014",1952,2014,"http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_09_2016_Pacific_Bluefin_Tuna_Stock_Assessment.pdf","Stock Synthesis v3.0 model","SS3","Stock Synthesis v3.0 model","multinational","Pacific Ocean","multinational-ISC-PAC","Pacific bluefin tuna Pacific Ocean","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus orientalis","Thunnus orientalis","Pacific bluefin tuna",999,"Current","Japan",61,"There are no estimations of harvest rates or fishing mortality by year in the document",NA,NA,"1.6 for age 0, 0.386 for age 1, and 0.25 for age 2 and older fish",NA,NA,1952,2014,1952,2014,1952,2014,2014,1,2012,2011,"ISC-PACBTUNA-1952-2014-PONS_2012","ISC-PACBTUNA-1952-2014-PONS_2011",34900,32800,"TBbest-MT","MT",34900,32800,34900,32800,NA,NA,13800,11900,NA,NA,0.435530085959885,0.536585365853659,"ERbest-ratio","ratio",0.435530085959885,0.536585365853659,NA,NA,NA,NA,NA,NA,NA,NA,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","N",2,"Y"
"Pacific Ocean","ISC-STMARLINWCNPAC-1951-2010-CHING","STMARLINWCNPAC","ISC","ISC","1951-2010",1951,2010,"","Stock Synthesis v3.0 model","SS3","Stock Synthesis v3.0 model","multinational","Western and Central North Pacific","multinational-ISC-WCNPAC","Striped marlin Western and Central North Pacific","Actinopterygii","Perciformes","Istiophoridae","Kajikia","Kajikia audax","Kajikia audax","Striped marlin",0,"Current","Japan",77,"NULL",NA,NA,NA,NA,NA,1952,2010,1952,2010,1951,2009,2009,2,2009,2008,"ISC-STMARLINWCNPAC-1951-2010-CHING_2009","ISC-STMARLINWCNPAC-1951-2010-CHING_2008",5330,7410,"TBbest-MT","MT",5330,7410,5330,7410,NA,NA,1110,1620,NA,NA,0.48,0.498,"ERbest-ratio","ratio",0.48,0.498,0.48,0.498,0.84,0.86,0.3858,"ERmsy-ratio",NA,NA,0.612,"",NA,NA,NA,NA,16721.5,"TBmsy-extr-MT",2712.86,"",NA,NA,"","N",4,"Y"
"Pacific Ocean","ISC-STMARLINWCNPAC-1974-2013-SISIMP2016","STMARLINWCNPAC","ISC","ISC","1974-2013",1974,2013,"","Stock Synthesis v3.0 model","SS3","Stock Synthesis v3.0 model","multinational","Western and Central North Pacific","multinational-ISC-WCNPAC","Striped marlin Western and Central North Pacific","Actinopterygii","Perciformes","Istiophoridae","Kajikia","Kajikia audax","Kajikia audax","Striped marlin",999,"Current","Japan",77,"Imported from SIS data dump received 2016",NA,NA,NA,NA,NA,1975,2013,1975,2013,1974,2013,2013,1,2009,2008,"ISC-STMARLINWCNPAC-1974-2013-SISIMP2016_2009","ISC-STMARLINWCNPAC-1974-2013-SISIMP2016_2008",6410,6770,"TBbest-MT","MT",6410,6770,6410,6770,NA,NA,NA,NA,NA,NA,0.385335413416537,0.51698670605613,"ERbest-ratio","ratio",0.385335413416537,0.51698670605613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2819,"stock assessment result",NA,NA,"","N",4,"Y"
"Pacific Ocean","SPC-BIGEYECWPAC-1950-2015-PONS","BIGEYECWPAC","WCPFC","SPC","1950-2015",1950,2015,"NULL","Statistical catch at age model","MULTIFAN-CL","A length-based, age and spatially-structured model for fisheries stock assessment","multinational","Central Western Pacific Ocean","multinational-WCPFC-CWPAC","Bigeye tuna Central Western Pacific Ocean","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",999,"Current","Japan",71,"NULL",NA,NA,NA,NA,NA,1952,2015,1952,2015,1950,2015,2015,1,2006,2005,"SPC-BIGEYECWPAC-1950-2015-PONS_2006","SPC-BIGEYECWPAC-1950-2015-PONS_2005",1440000,1480000,"TBbest-MT","MT",1440000,1480000,1440000,1480000,NA,NA,950000,942000,NA,NA,0.109722222222222,0.1,"ERbest-ratio","ratio",0.109722222222222,0.1,NA,NA,0.32,0.29,NA,NA,NA,NA,0.5041,NA,NA,NA,NA,NA,NA,NA,526500.4134,NA,NA,NA,"","Y",9,"Y"
"Pacific Ocean","SPC-BIGEYECWPAC-1952-2006-JENSEN","BIGEYECWPAC","WCPFC","SPC","1952-2006",1952,2006,"http://www.wcpfc.int/sc4/pdf/SC4-SA-WP1-rev.1%20%5BBET%20Assessment%5D.pdf","Statistical catch at age model","MULTIFAN-CL","A length-based, age and spatially-structured model for fisheries stock assessment","multinational","Central Western Pacific Ocean","multinational-WCPFC-CWPAC","Bigeye tuna Central Western Pacific Ocean","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",0,"Current","Japan",71,"data are from MULTIFAN-CL output files, not the assessment document",NA,NA,NA,NA,NA,1952,2006,1952,2006,1952,2006,2006,3,2006,2005,"SPC-BIGEYECWPAC-1952-2006-JENSEN_2006","SPC-BIGEYECWPAC-1952-2006-JENSEN_2005",301000,324000,"TBbest-MT","MT",301000,324000,301000,324000,NA,NA,108000,122000,NA,NA,0.356,0.407,"ERbest-ratio","ratio",0.356,0.407,0.356,0.407,NA,NA,0.2588,"ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,249600,"TBmsy-MT",102200,"adult biomass",NA,NA,"","Y",9,"Y"
"South Africa","MARAM-ANCHOSA-1949-2015-deMoor","ANCHOSA","DETMCM","MARAM","1949-2015",1949,2015,"http://www.maram.uct.ac.za/maram/publications/2016","Statistical catch at age model","SCA","Statistical catch-at-age model","South Africa","South Africa","South Africa-DETMCM-SA","Anchovy South Africa","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",999,"Current","South Africa",47,"SCA, but fitting to length-structured rather than age-structured data","1.2","NULL","",NA,NA,1983,2015,1986,2015,1949,2015,2015,1,2011,2010,"MARAM-ANCHOSA-1949-2015-deMoor_2011","MARAM-ANCHOSA-1949-2015-deMoor_2010",1820000,3410000,"TBbest-MT","MT",1820000,3410000,1820000,3410000,1510000000000,542000000000,1110000,2110000,NA,NA,0.0352,0.0413,"ERbest-ratio","ratio",0.0352,0.0413,0.0352,0.0413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204441,NA,NA,NA,NA,NA,"","N",4,"Y"
"South Africa","MARAM-ANCHOSA-1984-2011-deMoor","ANCHOSA","DETMCM","MARAM","1984-2011",1984,2011,"www.mth.uct.ac.za/maram/pub/2012/FISHERIES_2012_SEP_SWG-PEL_47.pdf","Biomass dynamics model (Age-structured surplus production model)","ASPM","Age-structured surplus production model","South Africa","South Africa","South Africa-DETMCM-SA","Anchovy South Africa","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",0,"Current","South Africa",47,"The time series of proportion-at-age 1 in the November survey is output from a Bayesian analysis of the survey length distributions (de Moor C.L., Butterworth, D.S., and Coetzee, J.C. 2013 Can anchovy age structure be estimated from length distribution da","0.9","NULL","",NA,NA,1984,2011,1985,2011,1984,2011,2011,2,2011,2010,"MARAM-ANCHOSA-1984-2011-deMoor_2011","MARAM-ANCHOSA-1984-2011-deMoor_2010",1170000,1650000,"TBbest-MT","MT",1170000,1650000,1170000,1650000,NA,NA,1170000,1650000,NA,NA,0.07,0.07,"ERbest-ratio","ratio",0.07,0.07,0.07,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333000,NA,NA,NA,NA,NA,"","N",4,"Y"
"South Africa","MARAM-CHAKESA-1917-2013-Rademeyer","CHAKESA","DETMCM","MARAM","1917-2013",1917,2013,"http://www.math.uct.ac.za/maram/workshop/2013/MARAM_IWS_DEC13_Hake_P2.pdf","Statistical catch at age model","unknown","Unknown statistical catch-at-age model","South Africa","South Africa","South Africa-DETMCM-SA","Shallow water cape hake South Africa","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius capensis","Merluccius capensis","Shallow water cape hake",0,"Current","South Africa",47,"The two hake species (M. paradoxus and M. capensis) are treated as two species but assessed within a single assessment as some of the data can not be disaggregated by species.","0.717","NULL","Fixed at 0.75 for ages 0 and 1 and fixed at 0.375 for ages 6 and above, with a linear trend between these two values for ages 2 to 5.",NA,NA,1917,2013,1917,2013,1917,2013,2013,2,2013,2012,"MARAM-CHAKESA-1917-2013-Rademeyer_2013","MARAM-CHAKESA-1917-2013-Rademeyer_2012",596000,554000,"TBbest-MT","MT",596000,554000,596000,554000,NA,NA,207000,186000,NA,NA,0.043,0.037,"ERbest-ratio","ratio",0.043,0.037,0.043,0.037,NA,NA,NA,NA,NA,NA,0.32,"Based on current fleet distribution",NA,NA,NA,NA,43000,NA,108600,"Female biomass",NA,NA,"","N",2,"Y"
"South Africa","MARAM-CHAKESA-1917-2015-Rademeyer","CHAKESA","DETMCM","MARAM","1917-2015",1917,2015,"http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_AUG_SWG-DEM_16.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","South Africa","South Africa","South Africa-DETMCM-SA","Shallow water cape hake South Africa","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius capensis","Merluccius capensis","Shallow water cape hake",999,"Current","South Africa",47,"The two hake species (M. paradoxus and M. capensis) are treated as two species but assessed within a single assessment as some of the data can not be disaggregated by species.","0.717","NULL","Fixed at 0.75 for ages 0 and 1 and fixed at 0.375 for ages 6 and above, with a linear trend between these two values for ages 2 to 5.  AVERAGE weighted by numbers-at-age is 0.717",NA,NA,1917,2015,1917,2015,1917,2015,2015,1,2013,2012,"MARAM-CHAKESA-1917-2015-Rademeyer_2013","MARAM-CHAKESA-1917-2015-Rademeyer_2012",469000,451000,"TBbest-MT","MT",469000,451000,469000,451000,NA,NA,142000,133000,NA,NA,0.05,0.07,"ERbest-ratio","ratio",0.05,0.07,0.05,0.07,NA,NA,0.353,"ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63100,"Female spawning biomass at MSY",63100,"SSBmsy-MT","","N",2,"Y"
"South Africa","MARAM-CRLOBSTERSA12-1910-2012-Johnston","CRLOBSTERSA12","DETMCM","MARAM","1910-2012",1910,2012,"http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_WCRL_24.pdf","Size-structured population dynamics model","SSPDM","Size-structured population dynamics model","South Africa","South Africa Areas 1-2","South Africa-DETMCM-1-2","West coast rock lobster South Africa Areas 1-2","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","Jasus lalandii","West coast rock lobster",0,"Current","South Africa",47,"NULL","0.11","NULL","",NA,NA,1910,2012,1910,2012,1910,2012,2012,2,2012,2011,"MARAM-CRLOBSTERSA12-1910-2012-Johnston_2012","MARAM-CRLOBSTERSA12-1910-2012-Johnston_2011",404,414,"TBbest-MT","MT",404,414,404,414,NA,NA,NA,NA,NA,NA,0.00757425742574257,0.0342995169082126,"ERbest-ratio","ratio",0.00757425742574257,0.0342995169082126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","N",2,"Y"
"South Africa","MARAM-CRLOBSTERSA12-1910-2014-Johnston","CRLOBSTERSA12","DETMCM","MARAM","1910-2014",1910,2014,"http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_MAR_SWG_WCRL_11.pdf","Size-structured population dynamics model","SSPDM","Size-structured population dynamics model","South Africa","South Africa Areas 1-2","South Africa-DETMCM-1-2","West coast rock lobster South Africa Areas 1-2","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","Jasus lalandii","West coast rock lobster",999,"Current","South Africa",47,"NULL","0.11","NULL","",NA,NA,1910,2014,1910,2014,1910,2014,2014,1,2012,2011,"MARAM-CRLOBSTERSA12-1910-2014-Johnston_2012","MARAM-CRLOBSTERSA12-1910-2014-Johnston_2011",723,736,"TBbest-MT","MT",723,736,723,736,NA,NA,NA,NA,NA,NA,0.00423,0.0193,"ERbest-ratio","ratio",0.00423,0.0193,0.00423,0.0193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","N",2,"Y"
"South Africa","MARAM-CRLOBSTERSA34-1910-2012-Johnston","CRLOBSTERSA34","DETMCM","MARAM","1910-2012",1910,2012,"http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_WCRL_24.pdf","Size-structured population dynamics model","SSPDM","Size-structured population dynamics model","South Africa","South Africa Areas 3-4","South Africa-DETMCM-3-4","West coast rock lobster South Africa Areas 3-4","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","Jasus lalandii","West coast rock lobster",0,"Current","South Africa",47,"NULL","0.11","NULL","",NA,NA,1910,2012,1910,2012,1910,2012,2012,2,2012,2011,"MARAM-CRLOBSTERSA34-1910-2012-Johnston_2012","MARAM-CRLOBSTERSA34-1910-2012-Johnston_2011",3780,3760,"TBbest-MT","MT",3780,3760,3780,3760,NA,NA,NA,NA,NA,NA,0.0703703703703704,0.0595744680851064,"ERbest-ratio","ratio",0.0703703703703704,0.0595744680851064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","N",2,"Y"
"South Africa","MARAM-CRLOBSTERSA34-1910-2014-Johnston","CRLOBSTERSA34","DETMCM","MARAM","1910-2014",1910,2014,"http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_MAR_SWG_WCRL_11.pdf","Size-structured population dynamics model","SSPDM","Size-structured population dynamics model","South Africa","South Africa Areas 3-4","South Africa-DETMCM-3-4","West coast rock lobster South Africa Areas 3-4","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","Jasus lalandii","West coast rock lobster",999,"Current","South Africa",47,"NULL","0.11","NULL","",NA,NA,1910,2014,1910,2014,1910,2014,2014,1,2012,2011,"MARAM-CRLOBSTERSA34-1910-2014-Johnston_2012","MARAM-CRLOBSTERSA34-1910-2014-Johnston_2011",3880,3660,"TBbest-MT","MT",3880,3660,3880,3660,NA,NA,NA,NA,NA,NA,0.0707,0.0636,"ERbest-ratio","ratio",0.0707,0.0636,0.0707,0.0636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","N",2,"Y"
"South Africa","MARAM-CRLOBSTERSA56-1910-2012-Johnston","CRLOBSTERSA56","DETMCM","MARAM","1910-2012",1910,2012,"http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_WCRL_24.pdf","Size-structured population dynamics model","SSPDM","Size-structured population dynamics model","South Africa","South Africa Areas 5-6","South Africa-DETMCM-5-6","West coast rock lobster South Africa Areas 5-6","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","Jasus lalandii","West coast rock lobster",0,"Current","South Africa",47,"NULL","0.11","NULL","",NA,NA,1910,2012,1910,2012,1910,2012,2012,2,2012,2011,"MARAM-CRLOBSTERSA56-1910-2012-Johnston_2012","MARAM-CRLOBSTERSA56-1910-2012-Johnston_2011",5220,5120,"TBbest-MT","MT",5220,5120,5220,5120,NA,NA,NA,NA,NA,NA,0.042911877394636,0.04296875,"ERbest-ratio","ratio",0.042911877394636,0.04296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","N",2,"Y"
"South Africa","MARAM-CRLOBSTERSA56-1910-2014-Johnston","CRLOBSTERSA56","DETMCM","MARAM","1910-2014",1910,2014,"http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_MAR_SWG_WCRL_11.pdf","Size-structured population dynamics model","SSPDM","Size-structured population dynamics model","South Africa","South Africa Areas 5-6","South Africa-DETMCM-5-6","West coast rock lobster South Africa Areas 5-6","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","Jasus lalandii","West coast rock lobster",999,"Current","South Africa",47,"NULL","0.11","NULL","",NA,NA,1910,2014,1910,2014,1910,2014,2014,1,2012,2011,"MARAM-CRLOBSTERSA56-1910-2014-Johnston_2012","MARAM-CRLOBSTERSA56-1910-2014-Johnston_2011",3110,2970,"TBbest-MT","MT",3110,2970,3110,2970,NA,NA,NA,NA,NA,NA,0.0746,0.0771,"ERbest-ratio","ratio",0.0746,0.0771,0.0746,0.0771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","N",2,"Y"
"South Africa","MARAM-CRLOBSTERSA7-1910-2012-Johnston","CRLOBSTERSA7","DETMCM","MARAM","1910-2012",1910,2012,"http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_WCRL_24.pdf","Size-structured population dynamics model","SSPDM","Size-structured population dynamics model","South Africa","South Africa Area 7","South Africa-DETMCM-7","West coast rock lobster South Africa Area 7","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","Jasus lalandii","West coast rock lobster",0,"Current","South Africa",47,"NULL","0.11","NULL","",NA,NA,1910,2012,1910,2012,1910,2012,2012,2,2012,2011,"MARAM-CRLOBSTERSA7-1910-2012-Johnston_2012","MARAM-CRLOBSTERSA7-1910-2012-Johnston_2011",197,424,"TBbest-MT","MT",197,424,197,424,NA,NA,NA,NA,NA,NA,1.15736040609137,0.669811320754717,"ERbest-ratio","ratio",1.15736040609137,0.669811320754717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","N",2,"Y"
"South Africa","MARAM-CRLOBSTERSA7-1910-2014-Johnston","CRLOBSTERSA7","DETMCM","MARAM","1910-2014",1910,2014,"http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_MAR_SWG_WCRL_11.pdf","Size-structured population dynamics model","SSPDM","Size-structured population dynamics model","South Africa","South Africa Area 7","South Africa-DETMCM-7","West coast rock lobster South Africa Area 7","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","Jasus lalandii","West coast rock lobster",999,"Current","South Africa",47,"NULL","0.11","NULL","",NA,NA,1910,2014,1910,2014,1910,2014,2014,1,2012,2011,"MARAM-CRLOBSTERSA7-1910-2014-Johnston_2012","MARAM-CRLOBSTERSA7-1910-2014-Johnston_2011",2720,2900,"TBbest-MT","MT",2720,2900,2720,2900,NA,NA,NA,NA,NA,NA,0.102,0.117,"ERbest-ratio","ratio",0.102,0.117,0.102,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","N",2,"Y"
"South Africa","MARAM-CRLOBSTERSA8-1910-2012-Johnston","CRLOBSTERSA8","DETMCM","MARAM","1910-2012",1910,2012,"http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_WCRL_24.pdf","Size-structured population dynamics model","SSPDM","Size-structured population dynamics model","South Africa","South Africa Area 8","South Africa-DETMCM-8","West coast rock lobster South Africa Area 8","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","Jasus lalandii","West coast rock lobster",0,"Current","South Africa",47,"NULL","0.11","NULL","",NA,NA,1910,2012,1910,2012,1910,2012,2012,2,2012,2011,"MARAM-CRLOBSTERSA8-1910-2012-Johnston_2012","MARAM-CRLOBSTERSA8-1910-2012-Johnston_2011",8520,8950,"TBbest-MT","MT",8520,8950,8520,8950,NA,NA,NA,NA,NA,NA,0.190140845070423,0.170949720670391,"ERbest-ratio","ratio",0.190140845070423,0.170949720670391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","N",2,"Y"
"South Africa","MARAM-CRLOBSTERSA8-1910-2014-Johnston","CRLOBSTERSA8","DETMCM","MARAM","1910-2014",1910,2014,"http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_MAR_SWG_WCRL_11.pdf","Size-structured population dynamics model","SSPDM","Size-structured population dynamics model","South Africa","South Africa Area 8","South Africa-DETMCM-8","West coast rock lobster South Africa Area 8","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","Jasus lalandii","West coast rock lobster",999,"Current","South Africa",47,"NULL","0.11","NULL","",NA,NA,1910,2014,1910,2014,1910,2014,2014,1,2012,2011,"MARAM-CRLOBSTERSA8-1910-2014-Johnston_2012","MARAM-CRLOBSTERSA8-1910-2014-Johnston_2011",8390,9070,"TBbest-MT","MT",8390,9070,8390,9070,NA,NA,NA,NA,NA,NA,0.27,0.239,"ERbest-ratio","ratio",0.27,0.239,0.27,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","N",2,"Y"
"South Africa","MARAM-DEEPCHAKESA-1917-2013-Rademeyer","DEEPCHAKESA","DETMCM","MARAM","1917-2013",1917,2013,"http://www.math.uct.ac.za/maram/workshop/2013/MARAM_IWS_DEC13_Hake_P2.pdf","Statistical catch at age model","unknown","Unknown statistical catch-at-age model","South Africa","South Africa","South Africa-DETMCM-SA","Deep water cape hake South Africa","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius paradoxus","Merluccius paradoxus","Deep water cape hake",0,"Current","South Africa",47,"The two hake species (M. paradoxus and M. capensis) are treated as two species but assessed within a single assessment as some of the data can not be disaggregated by species.","0.717","NULL","Averaged over ages. Fixed at 0.75 for ages 0 and 1 and fixed at 0.375 for ages 6 and above, with a linear trend between these two values for ages 2 to 5.",NA,NA,1917,2013,1917,2013,1917,2013,2013,2,2013,2012,"MARAM-DEEPCHAKESA-1917-2013-Rademeyer_2013","MARAM-DEEPCHAKESA-1917-2013-Rademeyer_2012",498000,496000,"TBbest-MT","MT",498000,496000,498000,496000,NA,NA,158000,161000,NA,NA,0.262,0.214,"ERbest-ratio","ratio",0.262,0.214,0.262,0.214,NA,NA,0.35,"ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164300,"Female biomass",NA,NA,"","N",2,"Y"
"South Africa","MARAM-DEEPCHAKESA-1917-2015-Rademeyer","DEEPCHAKESA","DETMCM","MARAM","1917-2015",1917,2015,"http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_AUG_SWG-DEM_16.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","South Africa","South Africa","South Africa-DETMCM-SA","Deep water cape hake South Africa","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius paradoxus","Merluccius paradoxus","Deep water cape hake",999,"Current","South Africa",47,"The two hake species (M. paradoxus and M. capensis) are treated as two species but assessed within a single assessment as some of the data can not be disaggregated by species.","0.717","NULL","Fixed at 0.75 for ages 0 and 1 and fixed at 0.375 for ages 6 and above, with a linear trend between these two values for ages 2 to 5. AVERAGE weighted by numbers-at-age is 0.718",NA,NA,1917,2015,1917,2015,1917,2015,2015,1,2013,2012,"MARAM-DEEPCHAKESA-1917-2015-Rademeyer_2013","MARAM-DEEPCHAKESA-1917-2015-Rademeyer_2012",564000,570000,"TBbest-MT","MT",564000,570000,564000,570000,NA,NA,201000,200000,NA,NA,0.36,0.32,"ERbest-ratio","ratio",0.36,0.32,0.36,0.32,NA,NA,0.41,"ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181000,"Female spawning biomass at MSY",181000,"SSBmsy-MT","","N",2,"Y"
"South Africa","MARAM-PTOOTHFISHPEI-1960-2013-Brandao","PTOOTHFISHPEI","DETMCM","MARAM","1960-2013",1960,2013,"www.mth.uct.ac.za/maram/pub/2013/FISHERIES_2013_OCT_SWG-DEM_59.pdf","Biomass dynamics model (Age-structured surplus production model)","ASPM","Age-structured surplus production model","South Africa","South Africa Subantarctic Prince Edward Islands","South Africa-DETMCM-PEI","Patagonian toothfish South Africa Subantarctic Prince Edward Islands","Actinopterygii","Perciformes","Nototheniidae","Dissostichus","Dissostichus eleginoides","Dissostichus eleginoides","Patagonian toothfish",0,"Current","South Africa",58,"NULL","0.13","NULL","",NA,NA,1960,2013,1997,2013,1997,2013,2013,2,2013,2012,"MARAM-PTOOTHFISHPEI-1960-2013-Brandao_2013","MARAM-PTOOTHFISHPEI-1960-2013-Brandao_2012",94400,95600,"TBbest-MT","MT",94400,95600,94400,95600,NA,NA,69700,68500,NA,NA,0.001,0.001,"ERbest-ratio","ratio",0.001,0.001,0.001,0.001,NA,NA,NA,NA,NA,NA,0.12,"Fmsy is for the longline fishery",NA,NA,NA,NA,NA,NA,19361,"For the longline fishery",NA,NA,"","N",2,"Y"
"South Africa","MARAM-PTOOTHFISHPEI-1960-2015-Brandao","PTOOTHFISHPEI","DETMCM","MARAM","1960-2015",1960,2015,"www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_OCT_SWG-DEM_40.pdf","Biomass dynamics model (Age-structured surplus production model)","ASPM","Age-structured surplus production model","South Africa","South Africa Subantarctic Prince Edward Islands","South Africa-DETMCM-PEI","Patagonian toothfish South Africa Subantarctic Prince Edward Islands","Actinopterygii","Perciformes","Nototheniidae","Dissostichus","Dissostichus eleginoides","Dissostichus eleginoides","Patagonian toothfish",999,"Current","South Africa",58,"NULL","0.13","NULL","",NA,NA,1960,2015,1997,2015,1997,2015,2015,1,2013,2012,"MARAM-PTOOTHFISHPEI-1960-2015-Brandao_2013","MARAM-PTOOTHFISHPEI-1960-2015-Brandao_2012",34400,34800,"TBbest-MT","MT",34400,34800,34400,34800,NA,NA,23600,23800,NA,NA,0.00770348837209302,0.00793103448275862,"ERbest-ratio","ratio",0.00770348837209302,0.00793103448275862,NA,NA,NA,NA,NA,NA,NA,NA,0.12,"Fmsy is for the longline fishery",NA,NA,NA,NA,NA,NA,9179.58,"For the longline fishery",NA,NA,"","N",2,"Y"
