"assessid","stockid","country","region","assesssource","method","methodlong","M","M_notes","ty","B_ty","B_type","B_unit","TBbest_ty","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1"
"WGNSSK-PLAICNS-1956-2016-ICESIMP2016","PLAICNS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/ple-nsea.pdf","Unknown","Unknown",NA,NA,2010,524000,"SSB-MT","MT",NA,NA,NA,NA,NA,524000,431000,NA,NA,0.221,0.228
"WGNSSK-PLAICNS-1956-2017-ICESIMP2018","PLAICNS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.420.pdf","Unknown","Unknown",NA,NA,2010,550000,"SSB-MT","MT",726000,726000,623000,NA,NA,550000,446000,NA,NA,0.202,0.21
"WGNSSK-PLAICNS-1956-2018-ICESIMP2018","PLAICNS","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2010,554000,"SSB-MT","MT",735000,735000,630000,NA,NA,554000,453000,NA,NA,0.196,0.216
"NEFSC-POLL5YZ-1960-2009-CHING","POLL5YZ","USA","US East Coast","http://www.nefsc.noaa.gov/publications/crd/crd1009/crd1009.pdf","Statistical catch at age model","Age Structured Assessment Program",NA,NA,2009,196000,"SSB-MT","MT",210000,210000,240000,NA,NA,196000,227000,NA,NA,0.07,0.08
"NEFSC-POLL5YZ-1970-2014-SISIMP2016","POLL5YZ","USA","US East Coast","","Statistical catch at age model","Age Structured Assessment Program",NA,NA,2009,251000,"SSB-MT","MT",NA,NA,NA,NA,NA,251000,271000,NA,NA,0.095,0.108
"NWWG-POLLFAPL-1958-2012-CHING","POLLFAPL","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/sai-faro.pdf","VPA","Extended Survivor Analysis",NA,NA,2011,174000,"TBbest-MT","MT",174000,174000,171000,NA,NA,65900,71600,NA,NA,0.167,0.257
"NWWG-POLLFAPL-1958-2013-ICESIMP2016","POLLFAPL","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sai-faro.pdf","Unknown","Unknown",NA,NA,2011,175000,"TBbest-MT","MT",175000,175000,139000,NA,NA,54400,67500,NA,NA,0.166285714285714,0.315827338129496
"NWWG-POLLFAPL-1958-2014-ICESIMP2016","POLLFAPL","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sai-faro.pdf","Unknown","Unknown",NA,NA,2011,132000,"TBbest-MT","MT",132000,132000,131000,NA,NA,54100,67100,NA,NA,0.225,0.335114503816794
"NWWG-POLLFAPL-1958-2015-ICESIMP2016","POLLFAPL","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sai-faro.pdf","Unknown","Unknown",NA,NA,2011,128000,"TBbest-MT","MT",128000,128000,135000,NA,NA,56200,69400,NA,NA,0.23203125,0.325185185185185
"NWWG-POLLFAPL-1958-2016-ICESIMP2016","POLLFAPL","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sai-faro.pdf","Unknown","Unknown",NA,NA,2011,127000,"TBbest-MT","MT",127000,127000,135000,NA,NA,57700,70900,NA,NA,0.233858267716535,0.325185185185185
"NWWG-POLLFAPL-1958-2017-ICESIMP2018","POLLFAPL","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pok.27.5b.pdf","Unknown","Unknown",NA,NA,2011,134000,"TBbest-MT","MT",134000,134000,141000,NA,NA,46900,58400,NA,NA,0.221641791044776,0.311347517730496
"NWWG-POLLFAPL-1958-2018-ICESIMP2018","POLLFAPL","multinational","Europe (non-EU)","","Unknown","Unknown",NA,NA,2011,130000,"TBbest-MT","MT",130000,130000,139000,NA,NA,45800,57300,NA,NA,0.228461538461538,0.315827338129496
"NWWG-POLLIEG-1977-2012-CHING","POLLIEG","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/sai-icel.pdf","Statistical catch at age model","an AD-Model builder statistical Catch at Age Model",NA,NA,2011,112000,"SSB-MT","MT",234000,234000,219000,NA,NA,112000,114000,NA,NA,0.26,0.29
"NWWG-POLLIEG-1977-2013-ICESIMP2016","POLLIEG","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sai-icel.pdf","Unknown","Unknown",NA,NA,2011,135000,"SSB-MT","MT",280000,280000,251000,NA,NA,135000,132000,NA,NA,0.2,0.24
"NWWG-POLLIEG-1977-2014-ICESIMP2016","POLLIEG","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sai-icel.pdf","Unknown","Unknown",NA,NA,2011,127000,"SSB-MT","MT",NA,NA,NA,NA,NA,127000,129000,NA,NA,0.224,0.255
"NWWG-POLLIEG-1977-2015-ICESIMP2016","POLLIEG","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sai-icel.pdf","Unknown","Unknown",NA,NA,2011,122000,"SSB-MT","MT",NA,NA,NA,NA,NA,122000,127000,NA,NA,0.242,0.267
"NWWG-POLLIEG-1977-2016-ICESIMP2016","POLLIEG","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sai-icel.pdf","Unknown","Unknown",NA,NA,2011,120000,"SSB-MT","MT",NA,NA,NA,NA,NA,120000,126000,NA,NA,0.252,0.274
"NWWG-POLLIEG-1977-2018-ICESIMP2018","POLLIEG","multinational","Europe (non-EU)","","Unknown","Unknown",NA,NA,2011,127000,"SSB-MT","MT",NA,NA,NA,NA,NA,127000,132000,NA,NA,0.208,0.229
"NWWG-POLLIEG-1980-2017-ICESIMP2018","POLLIEG","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pok.27.5a.pdf","Unknown","Unknown",NA,NA,2011,123000,"SSB-MT","MT",236000,236000,229000,NA,NA,123000,129000,NA,NA,0.248,0.27
"AFWG-POLLNEAR-1957-2012-CHING","POLLNEAR","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/sai-arct.pdf","VPA","Extended Survivor Analysis",NA,NA,2011,351000,"SSB-MT","MT",745000,745000,830000,NA,NA,351000,383000,NA,NA,0.351,0.368
"AFWG-POLLNEAR-1957-2014-ICESIMP2016","POLLNEAR","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sai-arct.pdf","Unknown","Unknown",NA,NA,2011,271000,"SSB-MT","MT",535000,535000,658000,NA,NA,271000,309000,NA,NA,0.41,0.399
"AFWG-POLLNEAR-1957-2015-ICESIMP2016","POLLNEAR","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sai-arct.pdf","Unknown","Unknown",NA,NA,2011,283000,"SSB-MT","MT",566000,566000,683000,NA,NA,283000,319000,NA,NA,0.384,0.384
"AFWG-POLLNEAR-1957-2016-ICESIMP2016","POLLNEAR","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sai-arct.pdf","Unknown","Unknown",NA,NA,2011,284000,"SSB-MT","MT",570000,570000,690000,NA,NA,284000,321000,NA,NA,0.382,0.383
"AFWG-POLLNEAR-1957-2017-ICESIMP2018","POLLNEAR","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pok.27.1-2.pdf","Unknown","Unknown",NA,NA,2011,298000,"SSB-MT","MT",NA,NA,NA,NA,NA,298000,332000,NA,NA,0.369,0.374
"AFWG-POLLNEAR-1957-2018-ICESIMP2018","POLLNEAR","multinational","Europe (non-EU)","","Unknown","Unknown",NA,NA,2011,292000,"SSB-MT","MT",576000,576000,680000,NA,NA,292000,326000,NA,NA,0.376,0.381
"WGNSSK-POLLNS-VI-IIIa-1964-2012-CHING","POLLNS-VI-IIIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/sai-3a46.pdf","VPA","Extended Survivor Analysis",NA,NA,2011,433000,"TBbest-MT","MT",433000,433000,423000,NA,NA,217000,248000,NA,NA,0.224,0.241
"WGNSSK-POLLNS-VI-IIIa-1964-2013-ICESIMP2016","POLLNS-VI-IIIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sai-3a46.pdf","Unknown","Unknown",NA,NA,2011,396000,"TBbest-MT","MT",396000,396000,437000,NA,NA,213000,248000,NA,NA,0.243181818181818,0.233409610983982
"WGNSSK-POLLNS-VI-IIIa-1964-2014-ICESIMP2016","POLLNS-VI-IIIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sai-3a46.pdf","Unknown","Unknown",NA,NA,2011,370000,"TBbest-MT","MT",370000,370000,420000,NA,NA,201000,235000,NA,NA,0.26,0.242857142857143
"WGNSSK-POLLNS-VI-IIIa-1964-2015-ICESIMP2016","POLLNS-VI-IIIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sai-3a46.pdf","Unknown","Unknown",NA,NA,2011,372000,"TBbest-MT","MT",372000,372000,422000,NA,NA,201000,237000,NA,NA,0.258602150537634,0.241706161137441
"WGNSSK-POLLNS-VI-IIIa-1964-2016-ICESIMP2016","POLLNS-VI-IIIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sai-3a46.pdf","Unknown","Unknown",NA,NA,2011,362000,"TBbest-MT","MT",362000,362000,400000,NA,NA,186000,232000,NA,NA,0.281767955801105,0.2675
"WGNSSK-POLLNS-VI-IIIa-1964-2016-ICESIMP2018","POLLNS-VI-IIIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sai-3a46.pdf","Unknown","Unknown",NA,NA,2011,367000,"TBbest-MT","MT",367000,367000,404000,NA,NA,188000,234000,NA,NA,0.277929155313351,0.264851485148515
"WGNSSK-POLLNS-VI-IIIa-1964-2017-ICESIMP2018","POLLNS-VI-IIIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pok.27.3a46.pdf","Unknown","Unknown",NA,NA,2011,362000,"TBbest-MT","MT",362000,362000,403000,NA,NA,189000,235000,NA,NA,0.281767955801105,0.265508684863524
"WGNSSK-POLLNS-VI-IIIa-1964-2018-ICESIMP2018","POLLNS-VI-IIIa","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2011,363000,"TBbest-MT","MT",363000,363000,401000,NA,NA,187000,234000,NA,NA,0.28099173553719,0.266832917705736
"AFSC-POPERCHGA-1959-2010-STACHURA","POPERCHGA","USA","US Alaska","http://www.afsc.noaa.gov/REFM/docs/2010/GOApop.pdf","Statistical catch at age model","an AD-Model builder statistical Catch at Age Model","0.06","",2010,335000,"TBbest-MT","MT",335000,335000,318000,NA,NA,108000,110000,NA,NA,0.0434,0.0408
"AFSC-POPERCHGA-1961-2015-SISIMP2016","POPERCHGA","USA","US Alaska","","Unknown","Unknown",NA,NA,2010,436000,"TBbest-MT","MT",436000,436000,423000,NA,NA,146000,140000,NA,NA,0.0355504587155963,0.0304964539007092
"GRP6-PSHRMPMEDGSA6-2001-2011-BANOBI","PSHRMPMEDGSA6","multinational","Mediterranean-Black Sea","http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html","VPA","Extended Survivor Analysis",NA,NA,2011,129,"SSB-MT","MT",NA,NA,NA,NA,NA,129,161,NA,NA,0.958,1.25
"STECF-PSHRMPMEDGSA6-2001-2012-OSIO","PSHRMPMEDGSA6","multinational","Mediterranean-Black Sea","https://stecf.jrc.ec.europa.eu/documents/43805/567676/2013-11_STEC+13-22+-+Med+stock+assessments+part+1_JRC86087.pdf","VPA","Extended Survivor Analysis",NA,NA,2011,125,"SSB-MT","MT",NA,NA,NA,NA,NA,125,153,NA,NA,1.43,1.77
"NWFSC-PSOLEPCOAST-1876-2015-SISIMP2016","PSOLEPCOAST","USA","US West Coast","","Integrated Analysis","Stock Synthesis v3.0 model",NA,NA,2011,12200,"TBbest-MT","MT",12200,12200,9090,NA,NA,4310,3390,NA,NA,0.0639344262295082,0.1
"PFMC-PSOLEPCOAST-1930-2011-CHING","PSOLEPCOAST","USA","US West Coast","http://www.pcouncil.org/wp-content/uploads/Petrale_2011_Assessment.pdf","Integrated Analysis","Stock Synthesis v3.0 model",NA,NA,2011,11900,"TBbest-MT","MT",11900,11900,9650,NA,NA,4720,3860,NA,NA,0.085,0.076
"IFP-PTOOTHFISHCH-1975-2014-TASCHERI","PTOOTHFISHCH","Chile","South America","NULL","Statistical catch at age model","Unknown statistical catch-at-age model","0.15","",2011,68400,"TBbest-MT","MT",68400,68400,72100,NA,NA,35100,34600,NA,NA,0.14,0.15
"IFP-PTOOTHFISHCH-1989-2011-CHING","PTOOTHFISHCH","Chile","South America","NULL","Unknown","Unknown",NA,NA,2011,17700,"TBbest-MT","MT",17700,17700,17800,NA,NA,7090,8520,NA,NA,0.250847457627119,0.264044943820225
"MARAM-PTOOTHFISHPEI-1960-2013-Brandao","PTOOTHFISHPEI","South Africa","South Africa","www.mth.uct.ac.za/maram/pub/2013/FISHERIES_2013_OCT_SWG-DEM_59.pdf","Biomass dynamics model","Age-structured surplus production model","0.13","",2013,94400,"TBbest-MT","MT",94400,94400,95600,NA,NA,69700,68500,NA,NA,0.001,0.001
"MARAM-PTOOTHFISHPEI-1960-2015-Brandao","PTOOTHFISHPEI","South Africa","South Africa","www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_OCT_SWG-DEM_40.pdf","Biomass dynamics model","Age-structured surplus production model","0.13","",2013,34400,"TBbest-MT","MT",34400,34400,34800,NA,NA,23600,23800,NA,NA,0.00770348837209302,0.00793103448275862
"NEFSC-QUAHATLC-1978-2008-CHUTE","QUAHATLC","USA","US East Coast","http://www.nefsc.noaa.gov/publications/crd/crd0915/","Biomass dynamics model","Delay difference model","0.02","",2008,1590000,"TBbest-MT","MT",1590000,1590000,1620000,NA,NA,NA,NA,NA,NA,0.00976,0.0096
"NEFSC-QUAHATLC-1978-2011-SISIMP2016","QUAHATLC","USA","US East Coast","","Biomass dynamics model","The KLAMZ assessment model is based on the Deriso-Schnute delay-difference equation",NA,NA,2008,3120000,"TBbest-MT","MT",3120000,3120000,3170000,NA,NA,NA,NA,NA,NA,0.00496794871794872,0.00482649842271293
"FAFRFJ-RBRMECS-1969-2010-ONO","RBRMECS","Japan","Japan","NULL","VPA","Virtual Population Analysis","0.125","",2010,17500,"TBbest-MT","MT",17500,17500,17500,NA,NA,NA,10600,NA,NA,0.333,0.369
"FAFRFJ-RBRMECS-1969-2013-JPNIMP2016","RBRMECS","Japan","Japan","http://abchan.job.affrc.go.jp/digests25/details/2546.pdf","Unknown","Unknown","0.125","",2010,16900,"TBbest-MT","MT",16900,16900,17200,NA,NA,10400,10500,NA,NA,0.331952662721893,0.376162790697674
"FAFRFJ-RBRMSETOE-1977-2010-ONO","RBRMSETOE","Japan","Japan","NULL","VPA","Virtual Population Analysis","0.24","",2010,5310,"TBbest-MT","MT",5310,5310,5390,NA,NA,2260,2140,NA,NA,0.388,0.395
"FAFRFJ-RBRMSETOE-1977-2013-JPNIMP2016","RBRMSETOE","Japan","Japan","http://abchan.job.affrc.go.jp/digests25/details/2544.pdf","Unknown","Unknown","0.24","age specific M(0: 0.39, 1: 0.24, 2+: 0.17)",2010,4890,"TBbest-MT","MT",4890,4890,4940,NA,NA,2060,2030,NA,NA,0.417177914110429,0.412955465587045
"FAFRFJ-RBRMSETOW-1977-2010-ONO","RBRMSETOW","Japan","Japan","NULL","VPA","Virtual Population Analysis","0.24","",2010,8620,"TBbest-MT","MT",8620,8620,9480,NA,NA,6880,6760,NA,NA,0.264,0.24
"FAFRFJ-RBRMSETOW-1977-2013-JPNIMP2016","RBRMSETOW","Japan","Japan","http://abchan.job.affrc.go.jp/digests25/details/2545.pdf","Unknown","Unknown","0.24","age specific M(0: 0.39, 1: 0.24, 2+: 0.17)",2010,8510,"TBbest-MT","MT",8510,8510,8650,NA,NA,5250,5480,NA,NA,0.266745005875441,0.263583815028902
"IEO-MURCIA-RDSHRMPMEDGSA6-1996-2011-BANOBI","RDSHRMPMEDGSA6","multinational","Mediterranean-Black Sea","http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html","VPA","Extended Survivor Analysis","0.46","both sexes; 0.517 for males, 0.363 for females",2011,472,"SSB-MT","MT",1680,1680,1770,NA,NA,472,515,NA,NA,1.17,0.966
"STECF-RDSHRMPMEDGSA6-2002-2014-OSIO","RDSHRMPMEDGSA6","multinational","Mediterranean-Black Sea","https://stecf.jrc.ec.europa.eu/documents/43805/1208039/2015-11_STECF+15-18+-+MED+assessments+part+1_JRC98676.pdf","VPA","Extended Survivor Analysis",NA,NA,2011,2210,"SSB-MT","MT",NA,NA,NA,NA,NA,2210,2140,NA,NA,0.901,1.11
"NWWG-REDDEEPI-II-1990-2014-ICESIMP2018","REDDEEPI-II","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/smn-arct.pdf","Unknown","Unknown",NA,NA,2006,1010000,"TBbest-MT","MT",1010000,1010000,1050000,NA,NA,724000,771000,NA,NA,0.032970297029703,0.00806666666666667
"NWWG-REDDEEPI-II-1990-2016-ICESIMP2018","REDDEEPI-II","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/reb.27.1-2.pdf","Unknown","Unknown",NA,NA,2006,1070000,"TBbest-MT","MT",1070000,1070000,1050000,NA,NA,786000,785000,NA,NA,0.0311214953271028,0.00806666666666667
"CSIRO-REDFEAUS-1975-2013-MOESENEDER","REDFEAUS","Australia","Australia","attached","Integrated Analysis","Stock Synthesis v3.0 model","0.1","Fem and Male",2013,3920,"TBbest-MT","MT",3920,3920,3350,NA,NA,1300,1240,NA,NA,0.0275,0.0314
"CSIRO-REDFEAUS-1975-2016-MOESENEDER","REDFEAUS","Australia","Australia","attached","Integrated Analysis","Stock Synthesis v3.0 model","0.1","Fem and Male",2013,1420,"TBbest-MT","MT",1420,1420,1300,NA,NA,407,405,NA,NA,0.0708,0.0784
"NAFO-SC-REDFISHSPP3M-1985-2006-PREFONTAINE","REDFISHSPP3M","multinational","Canada East Coast","URL","VPA","Extended Survivor Analysis","0.1","NULL",2006,145000,"TBbest-MT","MT",145000,145000,84800,NA,NA,13300,11400,NA,NA,0.0284,0.0445
"NAFO-SC-REDFISHSPP3M-1988-2014-WATSON","REDFISHSPP3M","multinational","Canada East Coast","http://archive.nafo.int/open/sc/2015/scr15-028.pdf","VPA","Extended Survivor Analysis",NA,NA,2006,485000,"TBbest-MT","MT",485000,485000,302000,NA,NA,22000,28000,NA,NA,0.0147628865979381,0.0216887417218543
"AFSC-REXSOLEGA-1979-2011-HIVELY","REXSOLEGA","USA","US Alaska","http://www.afsc.noaa.gov/REFM/Stocks/assessments.htm","Statistical catch at age model","an AD-Model builder statistical Catch at Age Model","0.17","",2011,117000,"TBbest-MT","MT",117000,117000,119000,NA,NA,52600,51300,NA,NA,0.028974358974359,0.0317647058823529
"AFSC-REXSOLEGA-1982-2014-SISIMP2016","REXSOLEGA","USA","US Alaska","","Integrated Analysis","Stock Synthesis v3.0 model",NA,NA,2011,49600,"TBbest-MT","MT",49600,49600,49700,NA,NA,NA,NA,NA,NA,0.0580645161290323,0.0732394366197183
"SEFSC-RGROUPGM-1986-2005-JENSEN","RGROUPGM","USA","US Southeast and Gulf","http://www.sefsc.noaa.gov/sedar/download/S12SAR1%20Gulf%20Red%20Grouper%20Completev2.pdf?id=DOCUMENT","Statistical catch at age model","Age Structured Assessment Program","0.14","",2005,40200,"TBbest-MT","MT",40200,40200,40300,NA,NA,NA,NA,NA,NA,0.0922885572139304,0.112406947890819
"SEFSC-RGROUPGM-1993-2013-SISIMP2016","RGROUPGM","USA","US Southeast and Gulf","","Integrated Analysis","Stock Synthesis v3.0 model",NA,NA,2005,43500,"TBbest-MT","MT",43500,43500,42700,NA,NA,NA,NA,2650000,2530000,0.56,0.14
"AFSC-RKCRABBB-1960-2008-JENSEN","RKCRABBB","USA","US Alaska","http://www.fakr.noaa.gov/npfmc/membership/plan_teams/CPT/CRABSAFE2008.pdf","Statistical catch at length model","Length-based analysis",NA,NA,2007,104000,"TBbest-MT","MT",104000,104000,98800,NA,NA,37700,36800,NA,NA,0.348,0.285
"AFSC-RKCRABBB-1975-2015-SISIMP2016","RKCRABBB","USA","US Alaska","","Unknown","Unknown",NA,NA,2007,123000,"TBbest-MT","MT",123000,123000,121000,NA,NA,27100,30100,NA,NA,0.0861788617886179,0.0649586776859504
"NZMFishLOBSTERWG-RROCKLOBSTERCRA1-1945-2001-JENSEN","RROCKLOBSTERCRA1","New Zealand","New Zealand","received from contact","Unknown","Multi-stock length-based model",NA,NA,2001,1770,"TBbest-MT","MT",1770,1770,1820,NA,NA,NA,NA,NA,NA,0.146,0.143
"NZMFishLOBSTERWG-RROCKLOBSTERCRA1-1945-2014-STARR","RROCKLOBSTERCRA1","New Zealand","New Zealand","NULL","Unknown","Multi-stock length-based model","0.124504","Median of posterior distribution",2001,614,"TBbest-MT","MT",614,614,598,NA,NA,NA,NA,NA,NA,0.167,0.159
"NZMFishLOBSTERWG-RROCKLOBSTERCRA2-1945-2001-JENSEN","RROCKLOBSTERCRA2","New Zealand","New Zealand","received from contact","Unknown","Multi-stock length-based model",NA,NA,2001,1170,"TBbest-MT","MT",1170,1170,1300,NA,NA,NA,NA,NA,NA,0.375,0.346
"NZMFishLOBSTERWG-RROCKLOBSTERCRA2-1945-2013-STARR","RROCKLOBSTERCRA2","New Zealand","New Zealand","NULL","Unknown","Multi-stock length-based model","0.1610035","Median of posterior distribution",2001,428,"TBbest-MT","MT",428,428,531,NA,NA,NA,NA,NA,NA,0.291,0.268
"NZMFishLOBSTERWG-RROCKLOBSTERCRA3-1945-2007-JENSEN","RROCKLOBSTERCRA3","New Zealand","New Zealand","received from contact","Unknown","Multi-stock length-based model",NA,NA,2007,164,"TBbest-MT","MT",164,164,160,NA,NA,NA,NA,NA,NA,1.81,1.91
"NZMFishLOBSTERWG-RROCKLOBSTERCRA3-1945-2014-STARR","RROCKLOBSTERCRA3","New Zealand","New Zealand","NULL","Unknown","Multi-stock length-based model","0.251074","Median of posterior distribution",2007,1640,"TBbest-MT","MT",1640,1640,1600,NA,NA,NA,NA,NA,NA,0.373,0.391
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","RROCKLOBSTERCRA4","New Zealand","New Zealand","received from contact","Unknown","Multi-stock length-based model",NA,NA,2005,1640,"TBbest-MT","MT",1640,1640,1830,NA,NA,NA,NA,NA,NA,0.391,0.367
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2011-STARR","RROCKLOBSTERCRA4","New Zealand","New Zealand","NULL","Unknown","Multi-stock length-based model","0.322091","Median of posterior distribution",2005,638,"TBbest-MT","MT",638,638,807,NA,NA,NA,NA,NA,NA,0.314,0.329
"NZMFishLOBSTERWG-RROCKLOBSTERCRA5-1945-2002-JENSEN","RROCKLOBSTERCRA5","New Zealand","New Zealand","received from contact","Unknown","Multi-stock length-based model",NA,NA,2002,2500,"TBbest-MT","MT",2500,2500,2310,NA,NA,NA,NA,NA,NA,0.203,0.214
"NZMFishLOBSTERWG-RROCKLOBSTERCRA5-1945-2015-STARR","RROCKLOBSTERCRA5","New Zealand","New Zealand","NULL","Unknown","Multi-stock length-based model","0.132253","Median of posterior distribution",2002,5310,"TBbest-MT","MT",5310,5310,4910,NA,NA,NA,NA,NA,NA,0.29,0.315
"NZMFishLOBSTERWG-RROCKLOBSTERCRA7-1963-2015-STARR","RROCKLOBSTERCRA7","New Zealand","New Zealand","NULL","Unknown","Multi-stock length-based model","0.1029135","Median of posterior distribution",2005,589,"TBbest-MT","MT",589,589,443,NA,NA,NA,NA,NA,NA,0.159,0.19
"NZMFishLOBSTERWG-RROCKLOBSTERCRA7-1976-2005-JENSEN","RROCKLOBSTERCRA7","New Zealand","New Zealand","received from contact","Unknown","Multi-stock length-based model",NA,NA,2005,406,"TBbest-MT","MT",406,406,247,NA,NA,NA,NA,NA,NA,0.248,0.404
"NZMFishLOBSTERWG-RROCKLOBSTERCRA8-1963-2015-STARR","RROCKLOBSTERCRA8","New Zealand","New Zealand","NULL","Unknown","Multi-stock length-based model","0.09487705","Median of posterior distribution",2005,2220,"TBbest-MT","MT",2220,2220,1760,NA,NA,NA,NA,NA,NA,0.229,0.261
"NZMFishLOBSTERWG-RROCKLOBSTERCRA8-1976-2005-JENSEN","RROCKLOBSTERCRA8","New Zealand","New Zealand","received from contact","Unknown","Multi-stock length-based model",NA,NA,2005,2300,"TBbest-MT","MT",2300,2300,1700,NA,NA,NA,NA,NA,NA,0.273,0.371
"STECF-RSHRMPMEDGSA1-2003-2012-OSIO","RSHRMPMEDGSA1","multinational","Mediterranean-Black Sea","https://stecf.jrc.ec.europa.eu/documents/43805/567676/2013-11_STEC+13-22+-+Med+stock+assessments+part+1_JRC86087.pdf","VPA","Extended Survivor Analysis",NA,NA,2012,416,"SSB-MT","MT",NA,NA,NA,NA,NA,416,285,NA,NA,0.43,0.48
"STECF-RSHRMPMEDGSA1-2003-2015-OSIO","RSHRMPMEDGSA1","multinational","Mediterranean-Black Sea","https://stecf.jrc.ec.europa.eu/documents/43805/1567060/2017-04_STECF+17-06+-+MED+assessments+2016+-+part+2.pdf","VPA","Extended Survivor Analysis",NA,NA,2012,254,"SSB-MT","MT",1070,1070,1210,NA,NA,254,245,NA,NA,0.869,0.904
