assessid,stockid,country,region,assesssource,method,methodlong,M,M_notes,ty,B_ty,B_type,B_unit,F_ty,F_type,F_unit,ERmsybest,ERmsybest_notes,Fmsy,Fmsy_notes,TBmsybest,TBmsybest_notes,SSBmsy,SSBmsy_notes,FECmsy,FECmsy_notes,OFL_pdf,OFL_pdf_notes,F_ABC,F_ABC_notes,ABC_pdf,ABC_pdf_notes,if_B_match,comments
WGBIE-MEGVII-VIIIabd-1983-2018-ICESIMP2018,MEGVII-VIIIabd,multinational,Europe (EU),,Statistical catch at age ,Statistical catch at age ,0.2,NA,2013,70900,TBbest-MT,MT,0.294781382,ERbest-ratio,ratio,NA,NA,0.191,Fmsy,NA,NA,41800,Bpa,,,,,,,,,,
WGNSSK-NPOUTIIIa-IV-1983-2013-ICESIMP2016,NPOUTIIIa-IV,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/2013/nop-34%20june.pdf,"Age-based analytical (seasonal XSA, SXSA)","Age-based analytical (seasonal XSA, SXSA)",NA,NA,2010,819000,TBbest-MT,MT,0.153846154,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,150000,Bpa,,,,,,,,,,
WGNSSK-NPOUTIIIa-IV-1983-2014-ICESIMP2016,NPOUTIIIa-IV,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/Nop-34-june.pdf,"Age-based analytical (seasonal XSA, SXSA)","Age-based analytical (seasonal XSA, SXSA)",NA,NA,2010,821000,TBbest-MT,MT,0.153471376,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,150000,Bpa,,,,,,,,,,
WGNSSK-NPOUTIIIa-IV-1984-2017-ICESIMP2018,NPOUTIIIa-IV,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nop.27.3a4.pdf,Age-based analytical assessment (quarterly SAM model) ,Age-based analytical assessment (quarterly SAM model) ,NA,NA,2010,551000,TBbest-MT,MT,0.237749546,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,65000,NA,,,,,,,,,,
ISC-PACBTUNA-1952-2012-PONS,PACBTUNA,multinational,Pacific Ocean,,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,NA,"1.6 for age 0, 0.386 for age 1, and 0.25 for age 2 and older fish",2012,44800,TBbest-MT,MT,0.3392857,ERbest-ratio,ratio,0.069,ERmsy-ratio,NA,,251233.4,TBmsy-calc-MT ,105960,NA,,,,,,,,,,
ISC-PACBTUNA-1952-2014-PONS,PACBTUNA,multinational,Pacific Ocean,http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_09_2016_Pacific_Bluefin_Tuna_Stock_Assessment.pdf,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,NA,"1.6 for age 0, 0.386 for age 1, and 0.25 for age 2 and older fish",2012,34900,TBbest-MT,MT,0.435530086,ERbest-ratio,ratio,NA,NA,1.63,Fmax,NA,NA,NA,NA,,,,,,,,,,
WGBFAS-PLAIC2123-1998-2015-ICESIMP2016,PLAIC2123,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/ple-2123.pdf,Age-based analytical assessment (SAM),Age-based analytical assessment (SAM),0.1,"0.1 except for age 1, which has 0.2 ",2013,15700,TBbest-MT,MT,0.22866242,ERbest-ratio,ratio,NA,NA,0.37,,NA,NA,5550,Bpa,,,,,,,,,,
WGBFAS-PLAIC2123-1998-2016-ICESIMP2016,PLAIC2123,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/ple-2123.pdf,Age-based analytical assessment (SAM),Age-based analytical assessment (SAM),0.1,"0.1 except for age 1, which has 0.2 ",2013,14000,TBbest-MT,MT,0.256428571,ERbest-ratio,ratio,NA,NA,0.37,,NA,NA,5550,Bpa,,,,,,,,,,
WGBFAS-PLAIC2123-1998-2017-ICESIMP2018,PLAIC2123,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.21-23.pdf,Age-based analytical assessment (SAM),Age-based analytical assessment (SAM),0.1,"0.1 except for age 1, which has 0.2 ",2013,11300,TBbest-MT,MT,0.317699115,ERbest-ratio,ratio,NA,NA,0.37,,NA,NA,5550,Bpa,,,,,,,,,,
WGBFAS-PLAIC2123-1998-2018-ICESIMP2018,PLAIC2123,multinational,Europe (EU),,Age-based analytical assessment (SAM),Age-based analytical assessment (SAM),0.1,"0.1 except for age 1, which has 0.2 ",2013,10500,TBbest-MT,MT,0.341904762,ERbest-ratio,ratio,NA,NA,0.37,,NA,NA,5550,Bpa,,,,,,,,,,
WGCSE-PLAICECHW-1979-2013-ICESIMP2016,PLAICECHW,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/ple-echw.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.12,NA,2010,5650,TBbest-MT,MT,0.219469027,ERbest-ratio,ratio,NA,NA,0.24,,NA,NA,1650,Preliminary based on lowest SSB (in converged part of XSA) from which the stock has recovered ,,,,,,,,,,
WGCSE-PLAICECHW-1979-2014-ICESIMP2016,PLAICECHW,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/ple-echw.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.12,NA,2010,6130,TBbest-MT,MT,0.20228385,ERbest-ratio,ratio,NA,NA,0.24,,NA,NA,1650,NA,,,,,,,,,,
WGSSDS-PLAICECHW-1979-2010-NEUBAUER,PLAICECHW,multinational,Europe (EU),https://www.ices.dk/sites/pub/Publication%20Reports/Advice/2011/2011/ple-echw.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.12,,2010,7720,TBbest-MT,MT,0.159,ERbest-ratio,ratio,NA,NA,0.19,,NA,NA,2400,NA,,,,,,,,,,
WGCSE-PLAICIS-1980-2017-ICESIMP2018,PLAICIS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.7a.pdf,Age-based analytical assessment (SAM),Age-based analytical assessment (SAM),NA,constant over years and different across ages ,2010,13900,TBbest-MT,MT,0.211510791,ERbest-ratio,ratio,NA,NA,0.169,,NA,NA,10392,MSY Btrigger ,,,,,,,,,,
WGCSE-PLAICIS-1980-2018-ICESIMP2018,PLAICIS,multinational,Europe (EU),,Age-based analytical assessment (SAM),Age-based analytical assessment (SAM),NA,NA,2010,13800,TBbest-MT,MT,0.213043478,ERbest-ratio,ratio,NA,NA,0.1694,,NA,NA,10392,MSY Btrigger ,,,,,,,,,,
WGNSSK-PLAICNS-1956-2013-ICESIMP2016,PLAICNS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/ple-nsea.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.1,NA,2010,667000,TBbest-MT,MT,0.207,F-1/yr,1/yr,NA,NA,0.25,Fmsy,NA,NA,230000,Bpa,,,,,,,,,,
WGNSSK-PLAICNS-1956-2017-ICESIMP2018,PLAICNS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.420.pdf,Age structured stock assessment ,based on Aarts and Poos (2009) ,0.1,NA,2010,726000,TBbest-MT,MT,0.202,F-1/yr,1/yr,NA,NA,0.21,,NA,NA,290203,Bpa,,,,,,,,,,
WGNSSK-PLAICNS-1956-2018-ICESIMP2018,PLAICNS,multinational,Europe (EU),,Age structured stock assessment ,based on Aarts and Poos (2009) ,0.1,NA,2010,735000,TBbest-MT,MT,0.196,F-1/yr,1/yr,NA,NA,0.21,,NA,NA,290203,Bpa,,,,,,,,,,
NWWG-POLLFAPL-1958-2012-CHING,POLLFAPL,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/sai-faro.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.2,NA,2011,174000,TBbest-MT,MT,0.167,ERbest-ratio,ratio,NA,NA,0.28,,NA,NA,55000,Bpa,,,,,,,,,,
NWWG-POLLFAPL-1958-2013-ICESIMP2016,POLLFAPL,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sai-faro.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.2,NA,2011,175000,TBbest-MT,MT,0.166285714,ERbest-ratio,ratio,NA,NA,0.28,,NA,NA,55000,Bpa,,,,,,,,,,
NWWG-POLLFAPL-1958-2014-ICESIMP2016,POLLFAPL,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sai-faro.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.2,NA,2011,132000,TBbest-MT,MT,0.225,ERbest-ratio,ratio,NA,NA,0.3,,NA,NA,55000,Bpa,,,,,,,,,,
NWWG-POLLFAPL-1958-2015-ICESIMP2016,POLLFAPL,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sai-faro.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.2,NA,2011,128000,TBbest-MT,MT,0.23203125,ERbest-ratio,ratio,NA,NA,0.3,,NA,NA,55000,Bpa,,,,,,,,,,
NWWG-POLLFAPL-1958-2016-ICESIMP2016,POLLFAPL,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sai-faro.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.2,NA,2011,127000,TBbest-MT,MT,0.233858268,ERbest-ratio,ratio,NA,NA,0.3,,NA,NA,55000,Bpa,,,,,,,,,,
NWWG-POLLFAPL-1958-2017-ICESIMP2018,POLLFAPL,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pok.27.5b.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.2,NA,2011,134000,TBbest-MT,MT,0.221641791,ERbest-ratio,ratio,NA,NA,0.3,,NA,NA,55000,Bpa,,,,,,,,,,
NWWG-POLLFAPL-1958-2018-ICESIMP2018,POLLFAPL,multinational,Europe (non-EU),,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.2,NA,2011,130000,TBbest-MT,MT,0.228461538,ERbest-ratio,ratio,NA,NA,0.3,,NA,NA,55000,Bpa,,,,,,,,,,
NWWG-POLLIEG-1977-2012-CHING,POLLIEG,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/sai-icel.pdf,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,NA,NA,2011,234000,TBbest-MT,MT,0.26,F-1/yr,1/yr,0.2,NA,0.28,Stochastic projections based on hockeystick S-R function.,NA,NA,65000,Bpa,,,,,,,,,,
NWWG-POLLIEG-1977-2013-ICESIMP2016,POLLIEG,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sai-icel.pdf,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,NA,NA,2011,280000,TBbest-MT,MT,0.2,F-1/yr,1/yr,0.2,Hrmsy,0.28,,NA,NA,65000,Bpa,,,,,,,,,,
NWWG-POLLIEG-1980-2017-ICESIMP2018,POLLIEG,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pok.27.5a.pdf,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,NA,NA,2011,236000,TBbest-MT,MT,0.248,F-1/yr,1/yr,0.2,Hrmsy,0.28,,NA,NA,65000,Bpa,,,,,,,,,,
AFWG-POLLNEAR-1957-2012-CHING,POLLNEAR,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/sai-arct.pdf,VPA,Extended Survivor Analysis,NA,NA,2011,745000,TBbest-MT,MT,0.351,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
AFWG-POLLNEAR-1957-2014-ICESIMP2016,POLLNEAR,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sai-arct.pdf,SAM ,SAM ,NA,NA,2011,535000,TBbest-MT,MT,0.41,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
AFWG-POLLNEAR-1957-2015-ICESIMP2016,POLLNEAR,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sai-arct.pdf,SAM ,SAM ,NA,NA,2011,566000,TBbest-MT,MT,0.384,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
AFWG-POLLNEAR-1957-2016-ICESIMP2016,POLLNEAR,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sai-arct.pdf,SAM ,SAM ,NA,NA,2011,570000,TBbest-MT,MT,0.382,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
AFWG-POLLNEAR-1957-2018-ICESIMP2018,POLLNEAR,multinational,Europe (non-EU),,SAM ,SAM ,NA,NA,2011,576000,TBbest-MT,MT,0.376,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
WGNSSK-POLLNS-VI-IIIa-1964-2012-CHING,POLLNS-VI-IIIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/sai-3a46.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),NA,NA,2011,433000,TBbest-MT,MT,0.224,ERbest-ratio,ratio,NA,NA,0.3,Stochastic simulation using hockey-stick stock-recruitment,NA,NA,200000,Bpa,,,,,,,,,,
WGNSSK-POLLNS-VI-IIIa-1964-2013-ICESIMP2016,POLLNS-VI-IIIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sai-3a46.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),NA,NA,2011,396000,TBbest-MT,MT,0.243181818,ERbest-ratio,ratio,NA,NA,0.3,NA,NA,NA,200000,Bpa,,,,,,,,,,
WGNSSK-POLLNS-VI-IIIa-1964-2014-ICESIMP2016,POLLNS-VI-IIIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sai-3a46.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),NA,NA,2011,370000,TBbest-MT,MT,0.26,ERbest-ratio,ratio,NA,NA,0.3,NA,NA,NA,200000,Bpa,,,,,,,,,,
WGNSSK-POLLNS-VI-IIIa-1964-2015-ICESIMP2016,POLLNS-VI-IIIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sai-3a46.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),NA,NA,2011,372000,TBbest-MT,MT,0.258602151,ERbest-ratio,ratio,NA,NA,0.32,NA,NA,NA,200000,Bpa,,,,,,,,,,
WGNSSK-POLLNS-VI-IIIa-1964-2016-ICESIMP2016,POLLNS-VI-IIIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sai-3a46.pdf,Age-based analytical assessment (SAM),Age-based analytical assessment (SAM),NA,NA,2011,362000,TBbest-MT,MT,0.281767956,ERbest-ratio,ratio,NA,NA,0.36,,NA,NA,150000,Bpa,,,,,,,,,,
WGNSSK-POLLNS-VI-IIIa-1964-2016-ICESIMP2018,POLLNS-VI-IIIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sai-3a46.pdf,Age-based analytical assessment (SAM),Age-based analytical assessment (SAM),NA,NA,2011,367000,TBbest-MT,MT,0.277929155,ERbest-ratio,ratio,NA,NA,0.36,,NA,NA,150000,Bpa,,,,,,,,,,
WGNSSK-POLLNS-VI-IIIa-1964-2017-ICESIMP2018,POLLNS-VI-IIIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pok.27.3a46.pdf,Age-based analytical assessment (SAM),Age-based analytical assessment (SAM),NA,NA,2011,362000,TBbest-MT,MT,0.281767956,ERbest-ratio,ratio,NA,NA,0.36,,NA,NA,150000,Bpa,,,,,,,,,,
WGNSSK-POLLNS-VI-IIIa-1964-2018-ICESIMP2018,POLLNS-VI-IIIa,multinational,Europe (EU),,Age-based analytical assessment (SAM),Age-based analytical assessment (SAM),NA,NA,2011,363000,TBbest-MT,MT,0.280991736,ERbest-ratio,ratio,NA,NA,0.36,,NA,NA,150000,Bpa,,,,,,,,,,
NWWG-REDDEEPI-II-1990-2014-ICESIMP2018,REDDEEPI-II,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/smn-arct.pdf,Statistical catch-at-age (SCAA),Statistical catch-at-age (SCAA),0.05,NA,2006,1010000,TBbest-MT,MT,0.032970297,ERbest-ratio,ratio,NA,NA,0.039,F0.1,NA,NA,NA,NA,,,,,,,,,,
NWWG-REDDEEPI-II-1990-2016-ICESIMP2018,REDDEEPI-II,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/reb.27.1-2.pdf,Statistical catch-at-age (SCAA),Statistical catch-at-age (SCAA),0.05,NA,2006,1070000,TBbest-MT,MT,0.031121495,ERbest-ratio,ratio,NA,NA,0.039,F0.1,NA,NA,NA,NA,,,,,,,,,,
NAFO-SC-REDFISHSPP3M-1985-2006-PREFONTAINE,REDFISHSPP3M,multinational,Canada East Coast,URL,VPA,Extended Survivor Analysis,0.1,NULL,2006,145000,TBbest-MT,MT,0.0284,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
NAFO-SC-REDFISHSPP3M-1988-2014-WATSON,REDFISHSPP3M,multinational,Canada East Coast,http://archive.nafo.int/open/sc/2015/scr15-028.pdf,VPA,Extended Survivor Analysis,0.1,NA,2006,485000,TBbest-MT,MT,0.014762887,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
WGHANSA-SARDPVIIIc-IXa-1978-2014-ICESIMP2016,SARDPVIIIc-IXa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sar-soth.pdf,Age-based analytical assessment (SS3) ,Age-based analytical assessment (SS3) ,NA,natural mortalities from Gislason formula ,2010,195000,TBbest-MT,MT,0.604,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
WGHANSA-SARDPVIIIc-IXa-1978-2015-ICESIMP2016,SARDPVIIIc-IXa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sar-soth.pdf,Age-based analytical assessment (SS3) ,Age-based analytical assessment (SS3) ,NA,natural mortalities from Gislason formula ,2010,212000,TBbest-MT,MT,0.588,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
WGHANSA-SARDPVIIIc-IXa-1978-2016-ICESIMP2016,SARDPVIIIc-IXa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sar-soth.pdf,Age-based analytical assessment (SS3) ,Age-based analytical assessment (SS3) ,NA,natural mortalities from Gislason formula ,2010,229000,TBbest-MT,MT,0.54,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
WGHANSA-SARDPVIIIc-IXa-1978-2017-ICESIMP2018,SARDPVIIIc-IXa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pil.27.8c9a.pdf,Age-based analytical assessment (SS3) ,Age-based analytical assessment (SS3) ,NA,natural mortalities from Gislason formula ,2010,245000,TBbest-MT,MT,0.48,F-1/yr,1/yr,NA,NA,0.12,Fmsy,NA,NA,446331,Bpa,,,,,,,,,,
CCSBT-SC-SBT-1931-2016-PONS,SBT,multinational,Indian Ocean,NULL,Statistical catch at age model,Statistical catch-at-age model,NA,NA,2013,842000,TBbest-MT,MT,0.013895487,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
CCSBT-SC-SBT-1952-2014-PONS,SBT,multinational,Indian Ocean,http://www.ccsbt.org/userfiles/file/docs_english/meetings/meeting_reports/ccsbt_21/report_of_SC19.pdf,Statistical catch at age model,Statistical catch-at-age model,NA,NA,2013,300000,TBbest-MT,MT,0.039,ERbest-ratio,ratio,0.355,ERmsy-ratio,NA,NA,515838.52,TBmsy-MT,208448,Ray Hilborn,,,,,,,,,,
HAWG-SEELNSSA1-1983-2013-ICESIMP2016,SEELNSSA1,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/2013/san-34.pdf,Seasonal age-based analytical (SMS-effort),Seasonal age-based analytical (SMS-effort),NA,Natural mortality estimated from multispecies assessment (assumed constant over time) ,2010,1890000,TBbest-MT,MT,0.437,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,215000,Bpa,,,,,,,,,,
HAWG-SEELNSSA1-1983-2014-ICESIMP2016,SEELNSSA1,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/san_34.pdf,Seasonal age-based analytical (SMS-effort),Seasonal age-based analytical (SMS-effort),NA,Natural mortality estimated from multispecies assessment (assumed constant over time) ,2010,1760000,TBbest-MT,MT,0.439,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,215000,Bpa,,,,,,,,,,
HAWG-SEELNSSA1-1983-2015-ICESIMP2016,SEELNSSA1,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/san-ns1.pdf,Seasonal age-based analytical (SMS-effort),Seasonal age-based analytical (SMS-effort),NA,Natural mortality estimated from multispecies assessment (assumed constant over time) ,2010,1730000,TBbest-MT,MT,0.435,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,215000,Bpa,,,,,,,,,,
WGNSSK-SEELNSSA1-1983-2011-NEUBAUER,SEELNSSA1,multinational,Europe (EU),http://www.ices.dk/reports/ACOM/2011/WGNSSK/Sec%2004%20Sandeel.pdf,Seasonal age-based analytical (SMS-effort),Seasonal age-based analytical (SMS-effort),NA,Natural mortality estimated from multispecies assessment (assumed constant over time) ,2010,1530000,TBbest-MT,MT,0.407,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,215000,Bpa,,,,,,,,,,
HAWG-SEELNSSA2-1983-2013-ICESIMP2016,SEELNSSA2,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/2013/san-34.pdf,Seasonal age-based analytical (SMS-effort),Seasonal age-based analytical (SMS-effort),NA,Natural mortality estimated from multispecies assessment (assumed constant over time) ,2010,360000,TBbest-MT,MT,0.149,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,215000,Bpa,,,,,,,,,,
HAWG-SEELNSSA2-1983-2014-ICESIMP2016,SEELNSSA2,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/san_34.pdf,Seasonal age-based analytical (SMS-effort),Seasonal age-based analytical (SMS-effort),NA,Natural mortality estimated from multispecies assessment (assumed constant over time) ,2010,339000,TBbest-MT,MT,0.152,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,195000,Bpa,,,,,,,,,,
HAWG-SEELNSSA2-1983-2015-ICESIMP2016,SEELNSSA2,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/san-ns2.pdf,Seasonal age-based analytical (SMS-effort),Seasonal age-based analytical (SMS-effort),NA,Natural mortality estimated from multispecies assessment (assumed constant over time) ,2010,340000,TBbest-MT,MT,0.152,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,100000,NA,,,,,,,,,,
WGNSSK-SEELNSSA2-1983-2011-NEUBAUER,SEELNSSA2,multinational,Europe (EU),http://www.ices.dk/reports/ACOM/2011/WGNSSK/Sec%2004%20Sandeel.pdf,Seasonal age-based analytical (SMS-effort),Seasonal age-based analytical (SMS-effort),NA,Natural mortality estimated from multispecies assessment (assumed constant over time) ,2010,402000,TBbest-MT,MT,0.147,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,215000,Bpa,,,,,,,,,,
HAWG-SEELNSSA3-1983-2013-ICESIMP2016,SEELNSSA3,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/2013/san-34.pdf,Seasonal age-based analytical (SMS-effort),Seasonal age-based analytical (SMS-effort),NA,Natural mortality estimated from multispecies assessment (assumed constant over time) ,2010,571000,TBbest-MT,MT,0.56,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,215000,Bpa,,,,,,,,,,
HAWG-SEELNSSA3-1983-2014-ICESIMP2016,SEELNSSA3,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/san_34.pdf,Seasonal age-based analytical (SMS-effort),Seasonal age-based analytical (SMS-effort),NA,Natural mortality estimated from multispecies assessment (assumed constant over time) ,2010,542000,TBbest-MT,MT,0.601,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,215000,Bpa,,,,,,,,,,
HAWG-SEELNSSA3-1983-2015-ICESIMP2016,SEELNSSA3,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/san-ns3.pdf,Seasonal age-based analytical (SMS-effort),Seasonal age-based analytical (SMS-effort),NA,Natural mortality estimated from multispecies assessment (assumed constant over time) ,2010,529000,TBbest-MT,MT,0.607,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,195000,Bpa,,,,,,,,,,
WGNSSK-SEELNSSA3-1983-2011-NEUBAUER,SEELNSSA3,multinational,Europe (EU),http://www.ices.dk/reports/ACOM/2011/WGNSSK/Sec%2004%20Sandeel.pdf,Seasonal age-based analytical (SMS-effort),Seasonal age-based analytical (SMS-effort),NA,Natural mortality estimated from multispecies assessment (assumed constant over time) ,2010,440000,TBbest-MT,MT,0.525,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,215000,Bpa,,,,,,,,,,
WGCSE-SOLECS-1970-2013-ICESIMP2016,SOLECS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sol-celt.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.1,NA,2010,5410,TBbest-MT,MT,0.32,F-1/yr,1/yr,NA,NA,0.31,,NA,NA,2200,Bpa,,,,,,,,,,
WGCSE-SOLECS-1970-2014-ICESIMP2016,SOLECS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sol-celt.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.1,NA,2010,4840,TBbest-MT,MT,0.319,F-1/yr,1/yr,NA,NA,0.31,,NA,NA,2200,Bpa,,,,,,,,,,
WGCSE-SOLECS-1970-2015-ICESIMP2016,SOLECS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sol-celt.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.1,NA,2010,5050,TBbest-MT,MT,0.305,F-1/yr,1/yr,NA,NA,0.31,,NA,NA,2200,Bpa,,,,,,,,,,
WGCSE-SOLECS-1970-2016-ICESIMP2016,SOLECS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sol-celt.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.1,NA,2010,5010,TBbest-MT,MT,0.303,F-1/yr,1/yr,NA,NA,0.27,,NA,NA,2400,Bpa,,,,,,,,,,
